OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
3727912,CA3900579,Water Service Area,CA3900579,CENTURY MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4419,A ,2016/08/08 07:00:00+00,P ,SAN JOAQUIN,50,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,5300 S HWY 99, ,STOCKTON,CA  ,95215,19,{17892FA7-8F1A-4FDA-843B-1EE70EECF67B},209-614-2540                  ,ignaciovaldeze@gmail.com,WBT Tool,,Not Verified,,,11716.73411107,427.638060372422
3727913,CA1910061,Water Service Area,CA1910061,LAS FLORES WATER CO.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4420,A ,1976/01/01 08:00:00+00,P ,LOS ANGELES,4847,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,428 E. SACRAMENTO STREET,P.O. BOX 426,ALTADENA,CA  ,91001,1479,{550E525C-A101-4BBB-B330-C77D221E6EC1},626-797-1138                  ,lfwc@pacbell.net,WBT Tool,,Not Verified,,,2909940.31271227,15679.0071020684
3727914,CA5400538,Water Service Area,CA5400538,ACCELERATED CHARTER HIGH SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/01/27 07:51:03+00,4421,A ,2014/04/28 07:00:00+00,L ,TULARE,192,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,4136 N. MOONEY BLVD., ,TULARE,CA  ,93274,10,{65C2D17A-63F5-46DE-8770-778A90850C38},559-730-8568                  ,Jason.bonds@tulare.k12.ca.us,WBT Tool,2021/01/26 08:00:00+00,Verified,BPotter,District / LPA staff member,31590.19361121,763.946719934858
3727915,CA4901063,Water Service Area,CA4901063,CAMPOBELLO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4422,A ,1986/07/09 07:00:00+00,P ,SONOMA,45,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3250 Guerneville Road, ,SANTA ROSA,CA  ,95401,1,{807B47EB-1A92-49F2-99B1-5F26A08F22EE},707-284-1235                  ,christina.semeski@gmail.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,37221.62943931,832.577119353625
3727916,CA0210001,Water Service Area,CA0210001,LAKE ALPINE WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4423,A ,1976/01/01 08:00:00+00,P ,ALPINE,625,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,301 Schimke Rd., ,BEAR VALLEY,CA  ,95223,490,{CBB2AB53-1D97-4B6D-B4E4-83371F659A22},209-753-2409                  ,INFO@LAKEALPINEWATER.COM,WBT Tool,,Not Verified,,,5003474.35054022,10230.1528866602
3727917,CA0800635,Water Service Area,CA0800635,KAMP KLAMATH CORP.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4424,A ,1979/03/22 08:00:00+00,P ,DEL NORTE,110,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,"Gary Perkins, Owner",1661 W KLAMATH BEACH RD.,KLAMATH,CA  ,95548,33,{4E10FD0D-70D4-4F33-9777-BB6DA90BD73B},707-482-0227                  ,gary@kampklamath.com,WBT Tool,,Not Verified,,,34901.20274712,1064.76800714144
3727919,CA0800825,Water Service Area,CA0800825,JED SMITH HOMEOWNERS ASSN.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4426,A ,1976/01/01 08:00:00+00,P ,DEL NORTE,58,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,"Donn JEFFREY, Operator",1500 TOLOWA ROAD,CRESCENT CITY,CA  ,95531,27,{6FB51B2D-FFBC-4EF1-9CC2-01A61240F083},530-515-5020                  ,cvford57@gmail.com,WBT Tool,,Not Verified,,,381905.62702428,2943.613258936
3727920,CA2300668,Water Service Area,CA2300668,POINT CABRILLO HIGHLANDS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4427,A ,1981/01/05 08:00:00+00,P ,MENDOCINO,42,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,13500 POINT CABRILLO DRIVE, ,MENDOCINO,CA  ,95460,21,{57030879-D996-4DF1-8EBE-D6B26E38EFE1},510-421-9055                  ,gezapolony@sbcglobal.net,WBT Tool,,Not Verified,,,63273.306836705,1004.69786663053
3727921,CA2000385,Water Service Area,CA2000385,MADERA CO BASS LAKE GOVT CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4428,A ,2015/11/06 08:00:00+00,L ,MADERA,31,LPA50 - MADERA COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,40601 ROAD 274, ,OAKHURST,CA  ,93604,4,{92C4D338-6329-4361-8171-54D702F66987},559-675-7820                  ,chad.brown@maderacounty.com,WBT Tool,,Not Verified,,,20211.42941203,847.299013262604
3727922,CA1300629,Water Service Area,CA1300629,JACKSON HIDE-A-WAY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4429,A ,2016/07/21 07:00:00+00,P ,IMPERIAL,25,LPA43 - IMPERIAL COUNTY,COMMUNITY,COMMUNITY, , ,OCOTILLO,CA  ,92259,26,{FFCB50EE-6966-4BDF-B420-12A9284BD59F},760-358-7121                  ,jrvpark@gmail.com,WBT Tool,,Not Verified,,,31860.283924635,810.136884540559
3727923,CA4900946,Water Service Area,CA4900946,TRENTADUE WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4430,A ,1983/01/27 08:00:00+00,P ,SONOMA,70,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,19170 Geyserville Avenue, ,GEYSERVILLE,CA  ,95441,18,{1C366AF8-7AA4-48A6-9BAD-FF6B811C09AA},707-758-6161                  ,steve@trentadue.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,711586.98652617,4019.1605745491
3727924,CA2701876,Water Service Area,CA2701876,MUSHROOM FARMS WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4433,A ,2016/08/01 07:00:00+00,P ,MONTEREY,25,LPA57 - MONTEREY COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,415 Hall Road, ,ROYAL OAKS,CA  ,95076,1,{5D29436E-93EF-46AC-98D0-5D9D3F3F5F10},831-274-5560                  ,mreynozo@montmush.com,WBT Tool,,Not Verified,,,66889.448003045,1044.03515973196
3727925,CA5400747,Water Service Area,CA5400747,SIERRA LODGE,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/02/03 05:56:17+00,4434,A ,1979/03/22 08:00:00+00,P ,TULARE,52,DISTRICT 24 - TULARE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,43175 SIERRA DR, ,THREE RIVERS,CA  ,93271,2,{62B70330-54A8-4F53-90B1-31342553C584},559-561-3681                  ,ashrafur_reza@yahoo.com,WBT Tool,2021/02/02 08:00:00+00,Verified,ORomero-Maraccini,District / LPA staff member,4397.85335389,314.794823302152
3727926,CA5601725,Water Service Area,CA5601725,SMITH FORKS WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4435,A ,2006/11/22 08:00:00+00,S ,VENTURA,3000,DISTRICT 06 - SANTA BARBARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,46001 Orwin Way, ,GORMAN,CA  ,93243,1,{83BB0392-5AF2-4BF9-A278-8D96227BB530},661-724-1184                  ,William.Traxler@parks.ca.gov,WBT Tool,,Not Verified,,,127.65066536,62.197209384994
3727927,CA0110016,Water Service Area,CA0110016,ALAMEDA POINT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4436,A ,1997/04/29 07:00:00+00,L ,ALAMEDA,1400,DISTRICT 04 - SAN FRANCISCO,COMMUNITY,COMMUNITY,ALAMEDA POINT,250 MALL SQAURE,ALAMEDA,CA  ,94501,378,{59004891-5FDB-42C1-AC05-FDEB8A796BC1},510-287-1035                  ,Roberto.Cortez@ebmud.com,WBT Tool,,Not Verified,,,11594808.147188,15346.1649519557
3727928,CA1400024,Water Service Area,CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4437,A ,2015/04/30 07:00:00+00,P ,INYO,23,NON LPA 44 - INYO COUNTY,NON-PUBLIC,STATE SMALL WATER SYSTEM, , ,BISHOP,CA  ,93514,14,{D6BD91A4-3ACF-42FC-8406-33EC46E50B82},909-732-5398                  ,yvonne.flack@gmail.com,WBT Tool,,Not Verified,,,53190.624862465,1147.04376410721
3727929,CA4900568,Water Service Area,CA4900568,VALLEY FORD WATER ASSOCIATION,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4438,A ,1979/03/22 08:00:00+00,P ,SONOMA,88,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,14405 Highway 1, ,VALLEY FORD,CA  ,94972,18,{0B24EC42-412E-4903-BAB7-B1D87E73946A},347-413-3759                  ,jrosenblum00@gmail.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,136764.941029855,3526.76333286861
3727930,CA1000057,Water Service Area,CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4439,A ,1979/03/22 08:00:00+00,P ,FRESNO,92,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,OLIVE & MARTY, ,FRESNO,CA  ,93722,28,{1634D43B-1931-4A52-A6DC-6B67C7786929},530-809-3970                  ,management@delorowater.com,WBT Tool,,Not Verified,,,59917.68370448,979.181088002492
3727931,CA3400125,Water Service Area,CA3400125,FREEPORT MARINA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4440,A ,2016/08/08 07:00:00+00,P ,SACRAMENTO,45,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,8250 FREEPORT BLVD, ,SACRAMENTO,CA  ,95832,27,{63C41E4A-7570-427B-882E-66CDB50525A0},916-712-1067                  ,nicolefinley5@yahoo.com,WBT Tool,,Not Verified,,,697751.427302235,3424.18888181831
3727932,CA5401071,Water Service Area,CA5401071,SILVER CITY WATER CO.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4441,A ,1992/12/21 08:00:00+00,P ,TULARE,156,DISTRICT 24 - TULARE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,"MILE 21, MINERAL KING RD", ,SEQUOIA NATIONAL PARK,CA  ,93271,56,{3C68596F-2217-4226-B16E-4D8A226B6F93},818-370-5521                  ,rbhubbell@gmail.com,WBT Tool,,Not Verified,,,168671.26732749,1842.53466820962
3727933,CA1200501,Water Service Area,CA1200501,ALDERPOINT COUNTY WATER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4442,A ,1979/03/22 08:00:00+00,L ,HUMBOLDT,219,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,P.O. BOX 117,15 MI. E. OF GARBERVILLE,ALDERPOINT,CA  ,95511,88,{0B388F93-DF60-4C75-A6CA-26B966CFD4A1},707-926-5162                  ,acwd117@gmail.com,WBT Tool,,Not Verified,,,1966260.73490462,6243.03270606837
3727934,CA4901086,Water Service Area,CA4901086,KENDALL-JACKSON WINE CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4443,A ,1990/04/04 07:00:00+00,P ,SONOMA,45,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5007 Fulton Road, ,FULTON,CA  ,95439,1,{359E5B6F-5349-4339-B9DF-4431797EF506},707-576-3862                  ,Mark.Mathewson@jfwmail.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,806028.967225505,5529.50492422861
3727935,CA5400940,Water Service Area,CA5400940,SIERRA KING HOMEOWNERS ASSN,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/02/03 06:32:55+00,4444,A ,2014/04/28 07:00:00+00,P ,TULARE,260,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,45292 HAMMOND DRIVE, ,THREE RIVERS,CA  ,93271,52,{E93AEF5B-75E5-4DE5-BC33-55A9E38FA78E},559-769-5110                  ,MCRAPSEY3@GMAIL.COM,WBT Tool,2021/02/02 08:00:00+00,Verified,O. Romero-Maraccini,District / LPA staff member,373821.04272268,4448.77684400734
3727936,CA3900512,Water Service Area,CA3900512,MORADA ACRES WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4445,A ,2016/08/08 07:00:00+00,L ,SAN JOAQUIN,105,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,E HOPE LANE, ,STOCKTON,CA  ,95212,32,{61FEB432-5EFF-4AD1-8C4D-FC5807509BE9},209-468-3090                  ,bguzman@sjgov.org,WBT Tool,,Not Verified,,,104591.70055627,1327.24140817045
3727937,CA1400031,Water Service Area,CA1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2024/11/05 05:23:34+00,4447,A ,2015/04/30 07:00:00+00,P ,INYO,65,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY, ,85 Majestic Way,BISHOP,CA  ,93514,27,{2910CF61-92FD-47B6-B948-E51FAB11BC9D},760-873-6456                  ,ranchroad.water@yahoo.com,WBT Tool,2024/11/04 16:00:00+00,Verified,J. Lewis,Water System representative,65909.69839554,1043.74027496646
3727938,CA4900533,Water Service Area,CA4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4448,A ,1979/03/22 08:00:00+00,P ,SONOMA,59,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,1651 Warm Springs Road, ,GLEN ELLEN,CA  ,95442,21,{3785D1B5-A2AF-4BAA-BDE2-4DEFEBEC63E1},805-459-9121                  ,sean@mortonswarmsprings.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,244221.714743025,2903.46139601618
3727939,CA0900103,Water Service Area,CA0900103,SILVERFORK STORE WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4450,A ,2016/07/29 07:00:00+00,P ,EL DORADO,50,LPA39 - EL DORADO COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,13200 HWY 50, ,KYBURZ,CA  ,95720,3,{BD572FF1-35C7-438E-9A2F-34D037DE9851},530-293-3172                  ,HOSUKCHOE@YAHOO.COM,WBT Tool,,Not Verified,,,480.78035581,91.7981016377111
3727941,CA4900552,Water Service Area,CA4900552,MICHELE MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4452,A ,2018/12/07 08:00:00+00,P ,SONOMA,93,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,1491 Michele Way, ,SANTA ROSA,CA  ,95404,38,{AC5DA2CB-7AEE-4A73-BA2E-93C6421CEFDB},707-364-0479                  ,cathy.record@yahoo.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,470347.30785538,3351.76595590387
3727942,CA3900682,Water Service Area,CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4453,A ,2016/08/08 07:00:00+00,P ,SAN JOAQUIN,123,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,19142 N JACK TONE RD,JACK TONE,LOCKEFORD,CA  ,95231,43,{869D15BB-ADAA-4EF4-B09A-062B6CBEEDC2},925-640-7121                  ,jvashon@ironoakproperties.com,WBT Tool,,Not Verified,,,26600.22898572,662.5270262585
3727943,CA3110028,Water Service Area,CA3110028,NORTHSTAR C.S.D.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4454,A ,1976/01/01 08:00:00+00,L ,PLACER,15445,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,900 Northstar Dr, ,TRUCKEE,CA  ,96161,953,{BE713B1D-C776-49A5-9C11-7BBF82AC5024},530-562-0747                  ,joshuad@northstarcsd.org,WBT Tool,2019/09/02 07:00:00+00,Verified,K. Connaughton,District / LPA staff member,19324255.0122898,22928.8416395605
3727944,CA4900703,Water Service Area,CA4900703,OAK GROVE SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4455,A ,1979/03/22 08:00:00+00,L ,SONOMA,500,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,8760 Bower Street, ,SEBASTOPOL,CA  ,95472,7,{47FEF56E-4C7E-42F5-8CCA-6B370BF7C7FE},707-545-0171                  ,aprescott@ogusd.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,42743.842752925,860.249797502059
3727945,CA4901383,Water Service Area,CA4901383,LASSETER FAMILY WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4456,A ,2012/04/04 07:00:00+00,P ,SONOMA,75,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,12200 Vintage Lane, ,GLEN ELLEN,CA  ,95442,1,{4F49FF44-49AB-4093-BC50-9F89A55D0A48},707-933-2817                  ,stephanie@lfwinery.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,241088.787178745,2459.72788769924
3727946,CA0300085,Water Service Area,CA0300085,ROARING CAMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4457,A ,2016/07/27 07:00:00+00,P ,AMADOR,25,DISTRICT 10 - STOCKTON,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,13010 Tabeaud Rd, ,PINE GROVE,CA  ,95665,6,{D73F6C52-00C4-470F-840F-B86074EB3BEB},209-296-4100                  ,info@roaringcampgold.com,WBT Tool,,Not Verified,,,10046.11215412,425.518170087318
3727947,CA3200127,Water Service Area,CA3200127,ARLINGTON HEIGHTS MHP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4458,A ,2015/01/30 08:00:00+00,P ,PLUMAS,33,LPA62 - PLUMAS COUNTY,COMMUNITY,COMMUNITY,1377 Arlington Rd, ,TAYLORSVILLE,CA  ,95983,39,{EE26283A-577C-48F1-B0B9-75998CA5DAF5},530-701-2680                  ,ltaylorsbf@gmail.com,WBT Tool,,Not Verified,,,37414.239027215,783.344259745876
3727948,CA0400149,Water Service Area,CA0400149,HUMBOLDT WOODLANDS MUTUAL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4459,A ,2016/07/28 07:00:00+00,P ,BUTTE,55,LPA34 - BUTTE COUNTY,COMMUNITY,COMMUNITY,Woodland Park Dr., ,FOREST RANCH,CA  ,95942,31,{77093B86-16B7-47DE-8C30-5ACB95A095DF},530-343-3371                  ,HOAWaterBoard@gmail.com,WBT Tool,,Not Verified,,,894354.099534115,4747.45835719198
3727949,CA2100527,Water Service Area,CA2100527,MARIN FRENCH CHEESE CO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4460,A ,1984/04/26 08:00:00+00,P ,MARIN,143,DISTRICT 25 - MARIN,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,7500 Red Hill Road, ,PETALUMA,CA  ,94952,5,{72BDD2E6-2A8D-4695-B9F3-88D470D93917},707-364-7482                  ,eric@marinfrenchcheese.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,2832086.25506005,7291.38651083489
3727950,CA3400128,Water Service Area,CA3400128,HAPPY HARBOR (SWS),SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4461,A ,2016/08/08 07:00:00+00,P ,SACRAMENTO,60,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,731 W BRANNAN ISLAND RD, ,ISLETON,CA  ,95641,45,{8EC71504-1349-4FD7-8F48-F246B06A8B91},650-533-5221                  ,"michael@abbc.beer	",WBT Tool,,Not Verified,,,11273.967700105,516.838047143251
3727951,CA2701837,Water Service Area,CA2701837,MERIDIAN RD WS #09,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4462,A ,2016/08/01 07:00:00+00,P ,MONTEREY,37,LPA57 - MONTEREY COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,15400 Meridian Road, ,SALINAS,CA  ,93907,5,{222DF0D7-1C91-4CCC-B3BE-A851E8CFE024},925-820-7292                  ,hlewis@broadwaymanagement.com,WBT Tool,,Not Verified,,,1320815.16643092,5551.62192728439
3727952,CA4901370,Water Service Area,CA4901370,SUTTER SANTA ROSA REGIONAL HOSPITAL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4463,A ,2014/04/24 07:00:00+00,P ,SONOMA,1000,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,100 Mark West Springs Road, ,SANTA ROSA,CA  ,95403,3,{811D7978-2139-4A6F-957C-7F50B46AECEE},707-576-4229                  ,millej@sutterhealth.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,163943.388872355,1869.73839034151
3727953,CA1210312,Water Service Area,CA1210312,FOUNDERS GROVE-STATE PARKS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3554,A ,1976/01/01 08:00:00+00,S ,HUMBOLDT,200,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,600A CLARK STREET,"DYERVILLE LOOP RD, 4 MI N OF WEOTT",EUREKA,CA  ,95501,1,{2F03F68E-A9CB-4CA5-858F-56454114965D},707-445-6547                  ,John.Miller@parks.ca.gov,WBT Tool,,Not Verified,,,252775.99482503,1912.98807066449
3727954,CA5500213,Water Service Area,CA5500213,KENNEDY MEADOWS RESORT,EPA\GISService,2024/05/17 01:41:25+00,EPA\GISService,2024/05/17 01:41:25+00,33638,A ,1983/06/30 07:00:00+00,P ,TUOLUMNE,100,DISTRICT 28 - YOSEMITE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,42421 CA-108, ,PINECREST,CA  ,95364,27,{3A1BDD00-2938-408F-8496-5512157E0713},209-965-3900                  ,kennedyresort@gmail.com,KMZ,2024/05/16 07:00:00+00,Verified,JSaenz-Dominguez,District / LPA staff member,70687.15858341,1138.84333006831
3727955,CA5800820,Water Service Area,CA5800820,RIVER HIGHLANDS CSD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3556,A ,2016/07/28 07:00:00+00,L ,YUBA,200,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,GOLD VILLAGE, ,SMARTSVILLE,CA  ,95977,84,{5A5DF583-9644-45B3-B71F-C829F1672A31},530-749-5430                  ,sbunton@co.yuba.ca.us,WBT Tool,,Not Verified,,,212687.57829683,2129.72608060961
3727957,CA1206013,Water Service Area,CA1206013,ELK COUNTRY RV RESORT AND CAMPGROUND,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3559,A ,2011/12/08 08:00:00+00,P ,HUMBOLDT,51,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,265 Idlewood Drive, ,TRINIDAD,CA  ,95570,30,{FDCC86BC-A5E2-49A4-A2BB-84E4FAEE71A8},707-488-2181                  ,ksgebclan@gmail.com,WBT Tool,,Not Verified,,,244359.85169486,2439.6277850563
3727958,CA1210321,Water Service Area,CA1210321,STONE LAGOON-STATE PARKS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3560,A ,1976/01/01 08:00:00+00,S ,HUMBOLDT,402,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,500 AUBELL LANE,"15336 HWY 101, TRINIDAD",CRESCENT CITY,CA  ,95531,1,{BD152C8F-1301-4E52-B884-1C6BB2C76BD1},707-465-7386                  ,John.Orozco@parks.ca.gov,WBT Tool,,Not Verified,,,316487.50531568,2420.54748347079
3727959,CA1200798,Water Service Area,CA1200798,VAN DUZEN - HUMBOLDT CO. PARKS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3561,A ,1985/08/13 07:00:00+00,L ,HUMBOLDT,551,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1106 SECOND ST,5 MI E/O CARLOTTA ON HWY 36,EUREKA,CA  ,95501,1,{1E001E1F-B63A-4139-B40F-FC27E2AC022B},707-839-2086                  ,morr@co.humboldt.ca.us,WBT Tool,,Not Verified,,,440356.246623395,3148.61756420969
3727961,CA5500357,Water Service Area,CA5500357,FIREFALL RANCH WATER SYSTEM,EPA\GISService,2024/05/17 01:39:32+00,EPA\GISService,2024/05/17 01:39:32+00,33623,A ,2024/04/10 07:00:00+00,P ,TUOLUMNE,126,DISTRICT 28 - YOSEMITE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,24025 Highway 120, ,GROVELAND,CA  ,95321,59,{8D551B52-BA76-4086-A038-C138EF970C14},209-768-2373                  ,joej@rushcreeklodge.com,KMZ,2024/05/16 07:00:00+00,Verified,JSaenz-Dominguez,District / LPA staff member,307549.187635175,2652.16573853249
